open,high,low,close,volume
104729.95,104851.99,104255.01,104341.72,583.78993
104341.73,104377.76,103930.09,104344.46,880.98826
104344.46,104547.24,103972.13,104007.58,395.0513
104007.59,104484.09,104007.59,104319.87,359.47579
104319.87,104745.1,104298.73,104511.02,327.85317
104511.03,104814.46,104002.01,104188.56,786.55841
104188.57,104321.98,104013.63,104028.78,441.99171
104028.79,104329.73,103936.54,104256.56,677.9336
104256.57,104431.49,104080.1,104284.1,298.57773
104284.1,104848.65,104284.1,104736.0,574.30716
104736.01,104918.3,104553.71,104704.68,613.4883
104704.69,105036.03,104551.09,104664.02,660.0676
104664.01,104860.0,104106.0,104442.79,1064.61592
104443.99,106012.0,104443.99,105464.01,2491.4804
105464.0,105574.4,104696.23,105081.87,1251.1668
105081.86,105081.87,104542.0,104580.87,700.49821
104580.87,104820.0,102605.0,102627.29,2458.07389
102627.29,103016.66,102122.0,102312.32,1967.10942
102312.31,102321.42,101603.23,101680.02,2009.54037
101680.02,102166.11,101560.0,102148.73,1047.57467
102148.72,102482.94,101918.46,102261.3,759.95722
102261.29,102439.31,101955.0,102429.56,587.31239
102429.56,102575.06,102213.07,102494.94,538.12176
102494.94,102780.27,102460.33,102566.0,501.4383
102566.0,102783.71,102400.0,102467.77,436.03518
102466.96,102518.42,102198.52,102249.19,334.74761
102249.19,102503.03,102118.56,102316.16,322.29531
102316.15,102588.57,102235.29,102500.0,254.68497
102500.0,102577.12,102184.46,102402.91,231.97083
102402.91,102494.69,102161.82,102166.49,243.2669
102166.49,102276.99,101836.43,102016.85,649.65017
102016.85,102016.85,101412.0,101675.99,638.00804
101675.99,101984.99,101626.82,101638.0,411.87457
101638.0,102055.98,101638.0,102028.81,329.61226
102028.82,102329.01,102009.12,102277.71,449.78635
102277.71,102284.46,101799.9,101869.02,447.84747
101869.04,102173.45,101812.0,101827.53,434.28009
101827.53,102185.94,101730.79,102073.89,372.76128
102073.89,102209.98,101863.77,101892.32,313.84671
101892.32,102297.99,101892.32,102262.49,320.90196
102262.5,102279.52,101965.24,102003.7,211.14828
102003.7,102023.63,101448.0,101669.6,626.68363
101669.6,101669.6,101000.0,101333.34,1283.14615
101333.34,101578.04,101001.0,101199.82,624.44892
101199.81,101428.0,100510.0,100666.91,1019.70869
100666.9,100871.45,100279.51,100635.65,1294.69204
100635.66,101288.51,100500.0,101243.86,625.08919
101243.86,101456.6,101165.1,101248.38,356.77551
101248.38,101271.32,100425.0,100452.16,711.44742
100452.16,100755.93,99148.91,99206.86,2872.03426
99206.85,99884.0,99031.19,99538.6,1247.36452
99538.6,100342.69,99500.0,100259.53,714.22872
100259.53,100515.99,100094.69,100265.15,652.60422
100265.15,100277.54,99565.6,99643.3,864.58592
99643.3,100100.0,99315.91,99831.04,917.86988
99831.05,99864.02,99352.94,99690.78,714.66479
99690.78,99694.72,99200.0,99417.06,979.95157
99417.07,99604.0,98645.0,98864.6,1494.73706
98864.6,99166.19,98157.0,98178.0,1451.82051
98178.0,98827.18,98160.0,98795.88,1755.25944
98795.89,99439.05,98705.88,99205.08,1152.42229
99205.08,99405.74,98720.55,99346.87,905.88368
99346.87,99361.97,98075.02,98264.0,1453.70445
98264.01,98580.38,97019.0,97228.85,3212.44953
97228.86,97931.65,96821.54,97087.92,2847.7315
97087.92,98700.0,96842.33,98273.16,2181.85188
98273.17,98628.74,97650.54,97798.0,983.70523
97798.01,97977.02,96573.47,97020.54,1618.1372
